,created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
1682,2022-07-15 15:59:27+00:00,Twitter for Android,@yaandrian7gmai1 Mereka pikir cara mereka lebih aman😏,Mereka pikir cara mereka lebih aman😏,0.0,0.0,Neutral,en,0,8,AzurFlorian,7046,7035,False,RDF,,"MikeDFitzgerald, RDFRepAssoc, dfreserve",Mexico,
1683,2022-07-15 15:59:13+00:00,Twitter Web App,"🚨 NEW: CVE-2021-41042 🚨 In Eclipse Lyo versions 1.0.0 to 4.1.0, a TransformerFactory is initialized with the defaults that do not restrict DTD loading when working with RDF/XML. This allows an attacker to cause an ... (click for more) Severity: MEDIUM https://t.co/lYnQabo5MY","🚨 NEW: CVE-2021-41042 🚨 In Eclipse Lyo versions 1.0.0 to 4.1.0, a TransformerFactory is initialized with the defaults that do not restrict DTD loading when working with RDF/XML. This allows an attacker to cause an ... (click for more) Severity: MEDIUM ",0.3181818181818182,0.4772727272727273,Positive,en,0,18,Ivaskarij,83,162,False,RDF,,dw_espanol,Mexico,
1684,2022-07-15 15:58:25+00:00,east_drc_bot,"4/6 
In this article, we study a unified method for data access to heterogeneous data sources with Facade-X, a meta-model implemented in a new data integration system called SPARQL Anything.","4/6 
In this article, we study a unified method for data access to heterogeneous data sources with Facade-X, a meta-model implemented in a new data integration system called SPARQL Anything.",0.13636363636363635,0.4545454545454545,Positive,fr,0,3,East_DRC_News,1262,3,False,RDF,,THEFUTURETV2,Mexico,
1688,2022-07-15 15:44:37+00:00,Twitter for Android,"Ciencia en #DW 🇩🇪 ""Harvard reporta gran avance en la fabricación de un corazón apto para el ser humano"" via @dw_espanol https://t.co/67fwCRQ0fq","Science in 🇩🇪 ""Harvard reports great advance in the manufacture of a heart suitable for the human being"" via",0.0,0.0,Positive,kiny,4,1,yaandrian7gmai1,2230,1067,False,RDF,,RepDeFiFidonia,Mexico,
1689,2022-07-15 15:43:17+00:00,Threat Intel Center,"Ciencia en #DW 🇩🇪 ""Nuevas observaciones sugieren que el icónico Velo de Orión parece estar colapsando"" via @dw_espanol https://t.co/QeO4onDMyd","Ciencia en  🇩🇪 ""Nuevas observaciones sugieren que el icónico Velo de Orión parece estar colapsando"" via  ",0.0,0.0,Neutral,en,0,0,threatintelctr,2678,115,False,RDF,,"RDFRepAssoc, dfreserve",Mexico,
1690,2022-07-15 15:42:51+00:00,Twitter Web App,"@libe @TheoEnglebert_ Nous n'avons jamais compté sur votre soutien, médias corrompu au service du crime organisé et de sa propagande.
Le régime #RwandaIsKilling est impliqué dans un génocide visant les congolais, plus de 10Millions des morts, il a encore envoyé des Terroristes RDF déguisés M23 pr tuer"," Nous n'avons jamais compté sur votre soutien, médias corrompu au service du crime organisé et de sa propagande.
Le régime  est impliqué dans un génocide visant les congolais, plus de 10Millions des morts, il a encore envoyé des Terroristes RDF déguisés M23 pr tuer",0.0,0.0,Neutral,en,1,0,enridaga,902,643,False,"59NoSubeA60, LevantaDedo",,RepDeFiFidonia,Mexico,
1691,2022-07-15 15:42:05+00:00,Twitter Web App,"HIMARS, un sistem de artilerie care aduce speranța printre ucraineni și bagă spaima în ruși (Spotmedia) https://t.co/qyMd7Kva2I","HIMARS, un sistem de artilerie care aduce speranța printre ucraineni și bagă spaima în ruși (Spotmedia) ",0.0,0.0,Neutral,en,2,0,enridaga,902,643,False,RDF,,RepDeFiFidonia,Mexico,
1696,2022-07-15 15:36:23+00:00,east_drc_bot,"Τη διενέργεια δημοψηφίσματος για RDF, SRF και LNG ζητούν οι Ενεργοί Πολίτες Βόλου https://t.co/Cg9y2jnY0g","A active referendum on RDF, SRF and LNG are demanding active citizens",0.0,0.0,Negative,fr,0,2,East_DRC_News,1262,3,False,RDF,,RepDeFiFidonia,Rwanda,
1698,2022-07-15 15:32:29+00:00,Hootsuite Inc.,"As one of the world’s largest plastic polluters, Indonesia is playing an active role in global efforts to tackle plastic waste. One local cement maker, Solusi Bangun Indonesia (SBI), is ramping up the use of refuse-derived fuel (RDF), which comes from plastic waste taken https://t.co/2zWZKLM5zz","As one of the world’s largest plastic polluters, Indonesia is playing an active role in global efforts to tackle plastic waste. One local cement maker, Solusi Bangun Indonesia (SBI), is ramping up the use of refuse-derived fuel (RDF), which comes from plastic waste taken ",-0.10666666666666667,0.12,Negative,en,0,1,jobsacuk,17197,2346,False,"終ヴィル, オトメイト",,RepDeFiFidonia,Brussels,
1706,2022-07-15 15:09:54+00:00,Twitter for iPhone,@PatrickMuyaya @FARDC_off Voici le couple UPDF et RDF ( museveni et kagame) qui déstabilise  l'Est de la RDC ( et Bunagana) avec la complicité de la Monusco et toute la communauté internationale avec l'espionnage des Banyamulenge .l congolais doivent rester en ALERTE maximale pour protéger leur pays RDC. https://t.co/y3OKEPStZi,Here is the UPDF and RDF couple (Museveni and Kagame) who destabilize the east of the DRC (and Bunagana) with the complicity of Monusco and the whole international community with the spying of the Banyamulenge. their country DRC.,0.0,0.0,Positive,fr,0,2,KatotoSimon,2308,2107,False,RDF,,"uNandi_, EMukumbo",東京：池袋,
1708,2022-07-15 15:04:32+00:00,Twitter for iPhone,"#RDC Ce qui est grave est que, connaissant combien la mission de la force régionale EAC est aussi neutraliser le M23, Museveni parle des forces Kenyannes pour s'interposer dans la zone tampon entre M23-FARDC après cessez-le-feu signé. Ai tjrs dit, plus M23 que l'Ouganda tu meurs","What is serious is that, knowing how much the mission of the regional force EAC is also neutralizing the M23, Museveni talks about the Kenyannes forces to intervene in the buffer zone between M23-Fardc after the signed ceasefire. Tjrs said, more m23 than Uganda you die",0.0,0.0,Positive,fr,4,0,Poncia_N,7097,545,False,RDF,,RepDeFiFidonia,Rwanda,
1716,2022-07-15 14:54:14+00:00,Twitter for Android,"C’est maintenant clair que Kagame a envoyé ses soldats en RDC. L’on comprend pourquoi il a négocié le cessez-le-feu au nom du M23. 
M23=RDF=Rwanda =&gt; Kagame #RwandaIsKiling 
#RwandaIsKiling https://t.co/TyzPhFpJNN","It’s now clear that Kagame sent his soldiers to the DRC. We understand why he negotiated the ceasefire in the name of the M23.
M23 = RDF = Rwanda = & GT; Kagame
 ",0.0,0.0,Positive,fr,0,1,EtudesRwanda,500,1547,False,RDF,,"THEFUTURETV2, SesongaJr","Berlin, germany",
1719,2022-07-15 14:52:48+00:00,Twitter for Android,"🔴 Biden: Filistinliler bağımsız bir devleti hak ediyor: ABD Başkanı Biden, Filistin lideri Mahmud Abbas ile yaptığı görüşmede iki devletli çözümden yana olduklarını bir kez daha vurguladı, ekonomik yardımlar açıkladı. https://t.co/SZloRV8xXN",🔴 Biden: Palestinians deserve an independent state: US President Biden emphasized once again that they were in favor of a two -state solution during a meeting with Palestinian leader Mahmud Abbas and announced economic aid.,0.0,0.0,Positive,fr,0,0,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,República de fifidonia.,
1720,2022-07-15 14:52:05+00:00,Twitter for Android,"NEW 📽️ : https://t.co/H5I91ZZCcg

#RDC #RWANDA : Comment en finir avec la guerre à l’Est de la RDC ? Quelle solution pour cette guerre qui a déjà fait plusieurs millions de morts dans l’indifférence de la communauté internationale ? À qui profite le chaos en RDC ? https://t.co/NnyWT4IdAL","New 📽️:

  : How to end the war in the east of the DRC? What solution for this war which has already killed several million in the indifference of the international community? Who benefits from chaos in the DRC?",0.13636363636363635,0.4545454545454545,Negative,fr,0,0,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Rwanda,
1721,2022-07-15 14:51:09+00:00,Twitter for Android,@alainfoka2005 @sebafayo @ThomasMouf Voici le couple UPDF et RDF ( museveni et kagame) qui déstabilise  l'Est de la RDC ( et Bunagana) avec la complicité de la Monusco et toute la communauté internationale avec l'espionnage des Banyamulenge .l congolais doivent rester en ALERTE maximale pour protéger leur pays RDC. https://t.co/qX51P5O4Yu,Here is the UPDF and RDF couple (Museveni and Kagame) who destabilize the east of the DRC (and Bunagana) with the complicity of Monusco and the whole international community with the spying of the Banyamulenge. their country DRC.,0.0,0.0,Positive,fr,1,2,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Home,
1726,2022-07-15 14:47:31+00:00,Twitter for Android,La présence de S.E Alexis Gisaro à la tête de la délégation congolaise prouve à suffisance qu'il y a des tutsis congolais qui revendiquent avec les autres leurs terres occupées par l'armée de @PaulKagame. Tout alibi fondé sur la discrimination identitaire vs est désormais enlevé! https://t.co/PNUByuE4b3,The presence of H.E Alexis Gisaro at the head of the Congolese delegation proves enough that there are Congolese Tutsis who claim with the others their lands occupied by the army of. Any alibi based on identity discrimination vs is now removed!,0.0,0.0,Positive,fr,0,0,EtudesRwanda,500,1547,False,RDF,,NewTimesRwanda,"Barcelona, españa",
1729,2022-07-15 14:46:03+00:00,Twitter for Android,"Ucraina, România și ce avem de învățat, împreună cu Vestul, din acest război? https://t.co/MSeqCCmEo2","Ukraine, Romania and what do we have to learn, together with the west, from this war?",0.0,0.0,Neutral,fr,0,0,EtudesRwanda,500,1547,False,RDF,,NewTimesRwanda,Rwanda,
1731,2022-07-15 14:45:24+00:00,Twitter for Android,"#RDC : Non @Libe il n'existe pas de retour de la haine raciste. Ce crime atroce a été vigoureusement condamné. Les meurtres des enfants, les bombardements des écoles et autres crimes d guerre commis par le M23 devraient faire l'objet de la même attention des médias internationaux https://t.co/ghgICYRil2",": No there is no return of racist hatred. This atrocious crime was vigorously condemned. Children's murders, schools of schools and other war crimes committed by M23 should be the subject of the same attention of international media",0.0,0.0,Negative,fr,0,2,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Rwanda,
1732,2022-07-15 14:45:20+00:00,Twitter for Android,"🇨🇩 Emeute, meurtre, et même #cannibalisme  : @Libe a retrouvé les témoins d’un crime atroce commis mi-juin à Kalima, dans l’est de la #RDC. Largement relayé sur les réseaux sociaux, il illustre le retour de la haine raciste dans la région. @TheoEnglebert_ https://t.co/KMyAYSSaTC","🇨🇩 IMEUTE, murder, and even: found witnesses to an atrocious crime committed in mid-June in Kalima, in the east of. Widely relayed on social networks, it illustrates the return of racist hatred in the region.",0.0,0.0,Negative,fr,0,0,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Rwanda,
1739,2022-07-15 14:41:59+00:00,Twitter for Android,Voici le couple UPDF et RDF ( museveni et kagame) qui déstabilise  la RDC ( et Bunagana) avec la complicité de la Monusco et toute la communauté internationale avec l'espionnage des Banyamulenge .l congolais doivent rester en ALERTE maximale pour protéger leur pays RDC https://t.co/IOLoG1p3oT,Here is the UPDF and RDF couple (Museveni and Kagame) who destabilize the DRC (and Bunagana) with the complicity of Monusco and the whole international community with the spying of the Banyamulenge. The Congolese must remain on maximum alert to protect their country DRC,0.0,0.0,Positive,fr,10,2,MauriceCibuabua,29816,388,False,RDF,,ana_sillvx,Adelaide,
1742,2022-07-15 14:39:33+00:00,Twitter for Android,Voici le couple UPDF et RDF ( museveni et kagame) qui déstabilise  l'Est de la RDC ( et Bunagana) avec la complicité de la Monusco et toute la communauté internationale avec l'espionnage des Banyamulenge .l congolais doivent rester en ALERTE maximale pour protéger leur pays RDC https://t.co/WqqdcCwOnJ,Here is the UPDF and RDF couple (Museveni and Kagame) who destabilize the east of the DRC (and Bunagana) with the complicity of Monusco and the whole international community with the spying of the Banyamulenge. their country DRC,0.0,0.0,Positive,fr,0,0,EtudesRwanda,500,1547,False,Biden,,RepDeFiFidonia,Rwanda,
1746,2022-07-15 14:37:59+00:00,Twitter for Android,Le couple UPDF et RDF ( museveni et kagame) s'empare de l'Est de la RDC ( Bunagana) avec la complicité de la Monusco et toute la communauté internationale. Les congolais doivent rester en ALERTE maximale pour protéger leur pays RDC https://t.co/z6vWalswZR,The UPDF and RDF couple (Museveni and Kagame) seize the east of the DRC (Bunagana) with the complicity of Monusco and the entire international community. Congolese must remain on maximum alert to protect their DRC country,0.0,0.0,Neutral,fr,0,0,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Mexico,
1754,2022-07-15 14:31:00+00:00,Twitter for Android,"Disney will soon lose copyright to original Mickey Mouse
#123INFO
https://t.co/SLCTqYpYQu","Disney will soon lose copyright to original Mickey Mouse

",0.375,0.75,Positive,fr,0,0,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Los cabos,
1758,2022-07-15 14:27:58+00:00,Twitter for Android,EU Commission sues Hungary over LGBTQ law https://t.co/J5QhIvzoCQ - source/editor :,EU Commission sues Hungary over LGBTQ law  - source/editor :,0.0,0.0,Neutral,fr,0,0,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,Mexico,
1759,2022-07-15 14:27:47+00:00,Microsoft Power Platform,"Tómense un tiempo y vean esta mesa de discusión sobre lo que sigue en la guerra en Ucrania y cómo afectará a Europa y de rebote a América Latina y sus nuevos gobiernos.

Republicanos, el futuro cercano, como doña Betty, pinta feo. 🙊

#RDF🐅
https://t.co/erINDFrdxk","Tómense un tiempo y vean esta mesa de discusión sobre lo que sigue en la guerra en Ucrania y cómo afectará a Europa y de rebote a América Latina y sus nuevos gobiernos.

Republicanos, el futuro cercano, como doña Betty, pinta feo. 🙊

🐅
",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,Edwar_RDF,"Querétaro, querétaro arteaga",
1761,2022-07-15 14:27:05+00:00,Twitter for Android,"Ciencia en #DW 🇩🇪 ""Astrónomos registran un nuevo récord de medición del campo magnético más intenso del Universo"" via @dw_espanol https://t.co/s45FAcNRWP","Science in 🇩🇪 ""Astronomers record a new measurement record of the most intense magnetic field in the universe"" via",0.0,0.0,Positive,fr,5,5,EtudesRwanda,500,1547,False,RDF,,RepDeFiFidonia,"Paris, france",
1764,2022-07-15 14:22:43+00:00,Twitter for iPhone,"@OrpheeTamba @Murodzvi @AbdNan @AfricaFactsZone What independent sources? Congolese ones? Beside what would 2 soldiers do to DRC? Last time RDF wanted to fight DRC, they didn't take long to dine in Kinshasa with Mobutu running away #DRCkillingitself","   What independent sources? Congolese ones? Beside what would 2 soldiers do to DRC? Last time RDF wanted to fight DRC, they didn't take long to dine in Kinshasa with Mobutu running away ",-0.016666666666666666,0.19722222222222224,Negative,en,0,3,CyrilleDuch,390,356,False,RDF,,RepDeFiFidonia,Tr/rj,
1785,2022-07-15 13:49:59+00:00,Twitter Web App,"""Ukraine: Germany's Baerbock rejects lifting of Russia sanctions — live updates"" by Deutsche Welle (https://t.co/nqA2VVPh2D) https://t.co/xH9tCEQoZ7","""Ukraine: Germany's Baerbock rejects lifting of Russia sanctions — live updates"" by Deutsche Welle ( ",0.13636363636363635,0.5,Positive,en,0,139,IKAYIYU,233,1601,False,RDF,,RepDeFiFidonia,Germany,
1794,2022-07-15 13:36:20+00:00,Twitter for Android,"🔴 Rusya: Tahıl krizinde anlaşma yakın: Rusya, Ukrayna tahılının yurt dışına çıkarılabilmesi için İstanbul'da yapılan müzakereler sonrası anlaşmaya yakın olunduğunu duyurdu. https://t.co/SSGYfDxOBE","🔴 Rusya: Tahıl krizinde anlaşma yakın: Rusya, Ukrayna tahılının yurt dışına çıkarılabilmesi için İstanbul'da yapılan müzakereler sonrası anlaşmaya yakın olunduğunu duyurdu. ",0.0,0.0,Neutral,en,0,24,JrKapesa,3551,5013,True,RDF,,RepDeFiFidonia,"St. paul, mn",
1798,2022-07-15 13:33:16+00:00,Twitter for Android,"#RDC #RwandaIsKilling Le monde sait et s'en fout
Peuple congolais derrière @FARDC_off prenons nous en charge
Que fardc éliminent #RDF sur notre sol puis neutraliseront #Kagame à #Kigali
C'est la seule option pour la Paix en RDC &amp; les #GreatLakes
#tokokomakigali #Kagameaselabiso https://t.co/hoKSpu3B3l"," Le monde sait et s'en fout
Peuple congolais derrière  prenons nous en charge
Que fardc éliminent  sur notre sol puis neutraliseront  à 
C'est la seule option pour la Paix en RDC &amp; les 
  ",0.0,0.0,Neutral,en,8,0,esndenga,314,323,False,Biden,,"Tr_rdf, Kameay1",Erick,
1805,2022-07-15 13:22:42+00:00,Twitter for Android,"＼🎊本日発売🎊／

フロンティアワークス刊行
書籍『#天官賜福 1』
本日発売🎉✨

ステラワース限定セットは
美麗イラストをご堪能いただける
A3タペストリー+100mm缶バッジ付です🦋

店頭ではコーナーも展開中💖
ぜひご覧くださいませ！

▼通販はコチラ
https://t.co/6k0MABl86P
#TGCF https://t.co/uBMvNXr9xW","＼🎊本日発売🎊／

フロンティアワークス刊行
書籍『#天官賜福 1』
本日発売🎉✨

ステラワース限定セットは
美麗イラストをご堪能いただける
A3タペストリー+100mm缶バッジ付です🦋

店頭ではコーナーも展開中💖
ぜひご覧くださいませ！

▼通販はコチラ

 ",0.0,0.0,Neutral,en,0,3,PolishchukVlady,782,3050,False,RDF,,RepDeFiFidonia,Heaven,
1806,2022-07-15 13:21:27+00:00,EUwatch,@King_SSBM Meinung über deutsches Turnierlandschaft,Meinung über deutsches Turnierlandschaft,0.0,0.0,Neutral,en,2,3,EUwatchers,25730,7621,False,Biden,,RepDeFiFidonia,Heaven,
1820,2022-07-15 12:38:00+00:00,Twitter for Android,"Today, Kenyan Defence Minister, Eugene Wamalwa held discussions with Minister of Defence of the Republic of Rwanda, Maj Gen Albert Murasira. #RBANews https://t.co/fTqBJN18FO","Today, Kenyan Defence Minister, Eugene Wamalwa held discussions with Minister of Defence of the Republic of Rwanda, Maj Gen Albert Murasira.  ",0.0,0.0,Neutral,en,0,10,KARANGWASewase,43119,1054,False,RDF,,RepDeFiFidonia,Everywhere,
1822,2022-07-15 12:37:00+00:00,Twitter for Android,"🔴 En az 27 Alman vatandaşı Türkiye'den ayrılamıyor: Alman Federal Hükümetinin açıkladığı verilere göre, en az 27 Alman vatandaşı Türkiye'de haklarında var olan yurt dışı çıkış yasakları nedeniyle ülkeden ayrılamıyor. https://t.co/OM9ctsbu6Z","🔴 En az 27 Alman vatandaşı Türkiye'den ayrılamıyor: Alman Federal Hükümetinin açıkladığı verilere göre, en az 27 Alman vatandaşı Türkiye'de haklarında var olan yurt dışı çıkış yasakları nedeniyle ülkeden ayrılamıyor. ",0.0,0.0,Neutral,en,0,10,MbarushimanaPio,473,58,False,RDF,,RepDeFiFidonia,Rwanda,
1824,2022-07-15 12:36:34+00:00,Twitter for iPhone,"Christian Smalls: A different kind of American labor leader
#123INFO
https://t.co/Dx14mCMy3G","Christian Smalls: A different kind of American labor leader

",0.15,0.375,Positive,en,0,10,ElyseRuzira,353,298,False,RDF,,"RepDeFiFidonia, EugenioDerbez","Hermosillo, sonora",
1830,2022-07-15 12:27:45+00:00,Microsoft Power Platform,EU seeks to ban Russian gold in seventh sanctions package https://t.co/uMrRqDsVIc - source/editor :,EU seeks to ban Russian gold in seventh sanctions package  - source/editor :,0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,KampalaPost,World citizen,
1833,2022-07-15 12:24:13+00:00,Twitter for Android,"🔴 CAS itirazı reddetti, Zenit Şampiyonlar Ligi'nde yok: Spor Tahkim Mahkemesi (CAS) Rusya milli takımını ve Rus futbol kulüplerini uluslararası müsabakalardan men eden kararlara yapılan itirazları reddetti. https://t.co/XweLeKGAxj","🔴 CAS rejected the objection, the Zenit Champions League: Sports Arbitration Court (CAS) rejected the objections made to the decisions of the Russian national team and Russian football clubs from international competitions.",0.0,0.0,Neutral,fr,1,1,bouche_bee,2836,1416,False,RDF,,daniel_r_roe,Rwanda,
1859,2022-07-15 11:25:42+00:00,Twitter for Android,"Que isso Nelsinho, cria bom demais mane. Lembro de nos falando de futebol na esquina da rdf até hj resenha pura 🏴😔","Que isso Nelsinho, cria bom demais mane. Lembro de nos falando de futebol na esquina da rdf até hj resenha pura 🏴😔",0.0,0.0,Neutral,en,0,24,MurindahabiCha2,1820,4984,False,RDF,,"THEFUTURETV2, SesongaJr",Was here,
1870,2022-07-15 11:02:37+00:00,dlvr.it,Italy: President rejects PM Mario Draghi's resignation ~ https://t.co/IFeTZ6AL7R https://t.co/it0mVZdHXf,Italy: President rejects PM Mario Draghi's resignation ~  ,0.0,0.0,Neutral,en,0,0,rogue_corq,1834,1786,False,RDF,,"RDFRepAssoc, dfreserve",Rwanda,
1873,2022-07-15 10:56:39+00:00,Twitter Web App,Ukraine: British man held by Russia-backed separatists dies — live updates https://t.co/cjhWwvvKpP - source/editor :,Ukraine: British man held by Russia-backed separatists dies — live updates  - source/editor :,0.06818181818181818,0.25,Positive,en,0,24,PierreC97135420,65,468,False,RDF,,gobby_guy,Rwanda,
1876,2022-07-15 10:54:03+00:00,Buffer,"📺Live Stream 

🏆 Club Friendly

🔴Melbourne Victory vs Manchester United Live Stream Free

🔗Watch Now=&gt; https://t.co/FOE9YuVzgW

🔗Watch Now=&gt; https://t.co/FOE9YuVzgW

#ManchesterUnited #MelbourneVictory 
rdf","📺Live Stream 

🏆 Club Friendly

🔴Melbourne Victory vs Manchester United Live Stream Free

🔗Watch Now=&gt; 

🔗Watch Now=&gt; 

  
rdf",0.3037878787878788,0.6,Positive,en,0,0,acute_tomato,17388,17224,False,RDF,,A_Haber_,Kinshasa,
1880,2022-07-15 10:50:18+00:00,Twitter for iPhone,Réactions au gel par le Mali des rotations de la Minusma https://t.co/xy2jISp37s #EyeonMali #Mali #DW,Réactions au gel par le Mali des rotations de la Minusma    ,0.0,0.0,Neutral,en,393,24,FabRugumire,9446,3313,False,RDF,,stellaworth,"Brussels, belgium",
1882,2022-07-15 10:48:38+00:00,Twitter Web App,"15年ぐらい以上前に、手書きでサイト更新情報用のRDFファイル作成して、さらにそれにXSLTをかましてなんて凝ったことをやっていたっけな‥‥
有効に使われたかどうかは定かではないが‥‥","15年ぐらい以上前に、手書きでサイト更新情報用のRDFファイル作成して、さらにそれにXSLTをかましてなんて凝ったことをやっていたっけな‥‥
有効に使われたかどうかは定かではないが‥‥",0.0,0.0,Neutral,en,0,0,sportsorblive,212,327,False,RDF,,RwandaMoD,Rwanda,
1884,2022-07-15 10:42:45+00:00,Twitter for Android,"@juvenalmunubo @jlprdeangola @juvenalmunubo toi et moi savons que seules les unités spéciales des RDF, en tenues Kenyannes sont motivées et expérimentées pour liquider avec méthodes les résidus des maï-maï qui auront refusés le processus de Naïrobi. Les forces SADC vont coûter inutilement très chère.","  You and I know that only the Special DRF units, in Kenyannes outfits, are motivated and experienced to liquidate with methods the residues of the Mai-Mai which will have refused the Naïrobi process. SADC forces will cost unnecessarily very expensive.",0.0,0.0,Positive,fr,0,0,ADanckaers,8,53,False,RDF,,IFB_Bioinfo,"Xalapa enríquez, ver.",
1887,2022-07-15 10:33:29+00:00,Twitter for iPhone,"Eine riesengroße Sauerei ist das.

Und im Gegenzug Millionen von Bürger:innen der #EU mit der #Chatkontrolle im Stasi-Stil bespitzeln wollen. 

""SMS-Affäre zu Impfstoffbeschaffung: EU-Kommission verweigert weiter Aufklärung"" https://t.co/otzjxuIRc1","It is a huge mess.

And in return, millions of citizens: inside who want to spy on the Stasi style.

""SMS affair for gathering vaccine: EU Commission further refuses to clarify""",0.0,0.0,Positive,fr,9,0,KayinamuraJose4,3792,5000,False,RDF,,RwandaMoD,Michoacán de ocampo,
1891,2022-07-15 10:04:07+00:00,Twitter for Android,"Parlant de condition pour gagner une guerre, Museveni dit : ""Il faut que la cause soit juste"". Et il recommande ""de dialoguer avec le M23"", branche terroriste de @PaulKagame. Veut-il nous dire que défendre absolument nos terres occupées par l'étranger est une cause injuste ?","Speaking of condition to win a war, Museveni says: ""The cause must be right"". And he recommends ""to dialogue with the M23"", terrorist branch of. Does he mean that defending our land occupied by foreigners absolutely is an unjust cause?",0.0,0.0,Positive,fr,0,1,nestormukendi,755,623,False,RDF,,RwandaMoD,Rwanda,
1892,2022-07-15 10:03:57+00:00,Twitter for Android,"🔴 Almanya'da kış korkusu: Tek suçlu Putin mi?: Yaz sıcaklarıyla boğuşan Almanların aklı şimdiden soğuk kış aylarında. Rusya vanayı kapatırsa ne olacak? DW'den Henrik Böhme, mevcut duruma düşülmesinde Almanya'nın kendi hatalarının payına dikkat çekiyor. https://t.co/1LFzWdOUy1",🔴 Winter Fear in Germany: Is the only criminal Putin?: The minds of the Germans struggling with summer heat are already in the cold winter months. What will happen if Russia closes the valve? Henrik Böhme from DW draws attention to the share of Germany's own mistakes in the current situation.,0.0,0.0,Negative,fr,0,1,nestormukendi,755,623,False,RDF,,GasanaEmmy2,Rwanda,
1894,2022-07-15 10:02:00+00:00,Hootsuite Inc.,"Es scheint die gesamte #EU Politik ist von Korruption u. Gier geleitet. Aufklärung? Unerwünscht. @CDU @spdde @Die_Gruenen @fdp @Europarl_DE #vonderLeyen 
https://t.co/PEzxNM66kF","Es scheint die gesamte  Politik ist von Korruption u. Gier geleitet. Aufklärung? Unerwünscht.       
",0.0,0.0,Neutral,en,0,0,Andusia01,468,1002,False,RDF,,stellaworth,Rwanda,
1897,2022-07-15 09:56:52+00:00,Twitter for iPhone,"Mapping a table to a class is the first pattern you will apply when building a Knowledge Graph.

Read about this pattern at https://t.co/upRoDu4MUQ

#knowledgegraphs
#dataintegration
#rdf
#sparql","Mapping a table to a class is the first pattern you will apply when building a Knowledge Graph.

Read about this pattern at 




",0.25,0.3333333333333333,Positive,fr,3,0,AMUTUDI,1622,3351,False,RDF,,EasyEquities,Rdc/kinshasa,
1931,2022-07-15 08:29:17+00:00,east_drc_bot,"rdf 1F1E5B34 :参戦ID
参加者募集！
Lv275 ディアスポラ
https://t.co/sVAQ3OKdHX","RDF 1f1e5b34: Participation ID
Call for Participation!
Lv275 Dia Spora
",0.0,0.0,Neutral,fr,0,2,East_DRC_News,1262,3,False,RDF,,A_Haber_,"Newton, ma",
1944,2022-07-15 07:56:10+00:00,Twitter Web App,"@Abundan03325927 @Murodzvi @AbdNan @AfricaFactsZone Then you expect the Governement of #RwandaIsKilling to mention their soldiers crossed the DRC borders. Nonsense. Please, go and check independent sources and come back with strong evidence. Don't want to waste my time when #RwandaIsKilling","   Then you expect the Governement of  to mention their soldiers crossed the DRC borders. Nonsense. Please, go and check independent sources and come back with strong evidence. Don't want to waste my time when ",0.05833333333333333,0.21458333333333326,Positive,fr,0,0,Pyramidex1,7,13,False,RDF,,RwandaMoD,"Santa barbara, ca",
1947,2022-07-15 07:54:46+00:00,Twitter for Android,@VesaKarha @CoelThomas @SarasvuoJari Mikään yksittäinen energianlähde ei riitä kattamaan tarvetta kokonaan. Jätettä syntyy jo nyt valtavat määrät. Onko se tarkoitus säilöä jatkossa tulevaa tarvetta varten? 10% on jo aika paljon.,No single source of energy is sufficient to cover the need completely. Huge amounts of waste are already generated. Is it supposed to be preserved for future need in the future? 10% is already quite a lot.,0.0,0.0,Positive,fr,1,2,francis_balsem,56,133,False,RDF,,A_Haber_,Rwanda,
1970,2022-07-15 07:15:06+00:00,Twitter for iPhone,Les co fondateurs de RDF 🇷🇼 ( Rwanda Defence force) sont pour la plupart d’anciens officiers de renseignement de l’Udpf 🇺🇬 ( Uganda people’s Defence Force). Tout celui qui combat le RDF en s’alliant à l’udpf perd son temps.@East_DRC_News @kakese_leon @LwarhibaM @bkmusavuli,The founding CO of RDF 🇷🇼 (Rwanda Defense Force) are mostly former UDPF Intelligence officers (Uganda People’s Defense Force). Anyone who fights the RDF by allying on the UDPF wasted their time.,0.0,0.0,Negative,fr,0,7,agaca59,237,1320,False,RDF,,ktpressrwanda,"Santiago, chile",
1974,2022-07-15 07:11:49+00:00,east_drc_bot,Sri Lanka: Parliament accepts resignation of President Rajapaksa https://t.co/uTnHKkOG1H,Sri Lanka: Parliament accepts resignation of President Rajapaksa,0.0,0.0,Neutral,fr,0,7,East_DRC_News,1262,3,False,RDF,,EUwatchers,Germany,
